Numéro de l'équipement sportif;Numéro de l'installation sportive;Date de l'enquête;Nom de l'installation sportive;SIRET Installation;Adresse;Code Postal;Commune nom;Commune INSEE;Type de particularité de l'installation;Unité Administrative Immatriculée (UAI);Accessibilité de l'installation en fonction du type handicap;Accessibilité de l'installation en transport en commun des différents mode;Observation Installation;Date de changement d'état de la fiche d'enquête;Date de création de la fiche d'enquête;Installation hors-service;EPCI INSEE;EPCI Nom;Département Code;Département Nom;Région Code;Région Nom;Bassin de vie Code;Bassin de vie Nom;Arrondissement Code;Arrondissement Nom;Densite Niveau;Densite Catégorie;Département Code Complet;Réctorat Nom;ZRR Simplifié;Nom de l'équipement sportif;Type d'équipement sportif;Coordonnées;Nom du propriétaire;Type de propriétaire;Type de propriétaire secondaire;Type de gestionnaire;Type du co-gestionnaire;Gestion en DSP;Arrêté d'ouverture au public;Type d'ERP de l'établissement;Catégorie ERP de l'établissement;Date de l'homologation préfectorale;Période de l'homologation préfectorale;Année de mise en service;Période de mise en service;Date des derniers gros travaux;Période des derniers gros travaux;Motifs des derniers gros travaux;Types de chauffage - source d'énergie;Nature de l'équipement sportif;Nature du sol;Longueur de l'aire d'évolution;Largeur de l'aire d'évolution;Hauteur de l'aire d'évolution;Surface de l'aire d'évolution;Eclairage de l'aire d'évolution;Nombre de couloirs/pistes/postes/jeux/pas;Nombre de places assises en tribune;Nombre de vestiaires sportifs;Nombre de vestiaires arbitres/enseignants;Présence de douches;Présence de sanitaires;Types de locaux complémentaires;Types d'aménagements de confort;Accessibilité aux personnes à mobilité réduite;Accessibilité aux personnes en situation de handicap sensoriel;Equipement inscrit au PDESI / PDIPR;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur minimale du bassin;Profondeur maximale du bassin;Longueur de la piste;SAE: hauteur maximale de la structure;SAE: surface totale de la structure;SAE: nombre de couloirs de la structure;Type de pas de tir;Adresse internet de l'équipement;Type d'utilisation;Equipement d'accès libre;Ouverture exclusivement saisonnière;Observation Equipement;Famille d'équipement sportif;Code du type d'équipement sportif;RNB ID;Accessibilité de l'installation en faveur des personnes en situation de handicap;Accessibilité de l'installation en transport en commun;Installation particulière;Locaux complémentaires;Accessibilité aux personnes à mobilité réduite aux vestiaires;Accessibilité aux personnes à mobilité réduite à l'accueil;Accessibilité aux personnes à mobilité réduite à l'aire de jeu;Accessibilité aux personnes à mobilité réduite aux cheminements;Accessibilité aux personnes à mobilité réduite aux douches;Accessibilité aux personnes à mobilité réduite aux sanitaires;Accessibilité aux personnes à mobilité réduite aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel à l'aire de jeu;Accessibilité aux personnes en situation de handicap sensoriel aux cheminements;Accessibilité aux personnes en situation de handicap sensoriel aux sanitaires;Accessibilité aux personnes en situation de handicap sensoriel - signalétique;Accessibilité aux personnes en situation de handicap sensoriel aux tribunes;Accessibilité aux personnes en situation de handicap sensoriel aux vestiaires;Longitude;Latitude;Type de particularité de l'installation (brute);Activités;QPV;QPV à 200 mètres;Catégorie;gen_2024Fin_Labellisation
E003I591360007;I591360007;2025-03-31;Duo Le Cateau;20003063300198;14 Avenue Simone Veil;59360;Le Cateau-Cambrésis;59136;Piscine;;;;;2024-09-26;2016-02-24;;200030633;59;Nord;32;Hauts-de-France;CA du Caudrésis et du Catésis;59136;Le Cateau-Cambrésis;592;Cambrai;3;Petites villes;59;Académie de Lille;NC - Commune non classée;Bassin ludique;Bassin ludique de natation;50.0954395642, 3.53195262683;;;;;;;;;;;;2012;A partir de 2005;;;;;;;;;;;;;;;;;;;;;;;;;0.0;;;;;;;;;;;;;;;;;Bassin de natation;103;;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;3.53195262683;50.0954395642;"[""Piscine""]";['Baignade loisirs']
E003I592490005;I592490005;2025-03-31;PISCINE MUNICIPALE;21590249500013;AVENUE DU GENERAL DE GAULLE;59610;Fourmies;59249;Piscine;;;;;2024-01-30;2005-11-08;;200043404;59;Nord;32;Hauts-de-France;CC du Sud Avesnois;59249;Fourmies;591;Avesnes-sur-Helpe;2;Centres urbains intermédiaires;59;Académie de Lille;NC - Commune non classée;PETIT BASSIN;Bassin mixte de natation;50.01923, 4.05141;MAIRE DE FOURMIES;Commune;;Commune;;false;true;"[""X""]";3;;;1974;1965-1974;1996;1995-2004;;"[""Gaz""]";Intérieur;Carrelage;;;;;true;;0;0;0;;false;;;Cheminements,Douches;;;15.0;12.0;300.0;0.8;1.2;;;;;;;"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]";;false;Mêmes vestiaires, sanitaires, douches pour les 2 bassins. x;GUINOT;Stéphane;sguinot@fourmies.fr;03 27 63 35 82;Bassin de natation;101;;false;false;true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;4.05141;50.01923;"[""Piscine""]";['Baignade loisirs']
E003I593400009;I593400009;2025-03-31;PISCINE PAUL HANCOLAS ET SALLE DEMARTINICOURT;;r jules deswarte;59495;Leffrinckoucke;59340;Piscine,Complexe sportif;;"[""Handicap moteur""]";;Piscine entièrement refaite en 2012/2013;2024-04-24;2005-12-13;;245900428;59;Nord;32;Hauts-de-France;CU de Dunkerque;59183;Dunkerque;594;Dunkerque;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;SALLE DEMARTINICOURT;Salle multisports (gymnase);51.0545, 2.43986;mairie;Commune;Commune;Commune;;false;true;"[""X""]";5;;;1976;1975-1984;;;;"[""Gaz"", ""Autre""]";Intérieur;Synthétique (hors gazon);31.0;20.0;;620.0;true;;0;2;1;true;true;"[""Bureau(x) Club(s)"", ""Club(s) house"", ""Local de rangement""]";;Accueil,Aire de jeu,Cheminements,Vestiaires;;;;;;;;;;;;;;"[""Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]";false;false;Dédié au club de basket-ball.;;;;;Salle multisports;1901;;true;false;true;true;true;true;true;true;false;false;false;false;false;false;false;false;false;2.43986;51.0545;"[""Piscine"", ""Complexe sportif""]";['Basket-Ball', 'Handball / Mini hand / Handball de plage', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']
E003I593500093;I593500093;2025-03-31;PISCINE MUNICIPALE/59355/LOMME;21590350100017;433 bis AVENUE DE DUNKERQUE;59000;Lille;59350;Piscine;;"[""Handicap moteur""]";;Un période de travaux prévu de Noël 2023 à Mai 2024. Un accès PMR est prévu.;2024-04-24;2005-08-24;;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59350;Lille;595;Lille;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;Petit bassin;Bassin ludique de natation;50.64371, 3.01476;Ville de Lomme;Commune;;Commune;;false;true;"[""X""]";3;;;1972;1965-1974;;;;"[""Gaz""]";Intérieur;Carrelage;;;;;true;;310;63;2;;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement"", ""Autre""]";;;;;15.0;8.0;120.0;0.3;1.3;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités,Autre - association(s) et groupes divers""]";;false;63 vestiaires dont 5 collectifs. x;SUET;Stephane;ssuet@mairie-lomme.fr;03 20 92 41 55;Bassin de natation;103;XNGFA39SFAZB;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;3.01476;50.64371;"[""Piscine""]";['Aquagym', 'Baignade loisirs']
E003I594100005;I594100005;2025-03-31;PISCINE MUNICIPALE;21590410300011;Rue Lacordaire;59370;Mons-en-Barœul;59410;Piscine;;"[""Handicap moteur""]";;;2024-04-24;2005-10-06;;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59350;Lille;595;Lille;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;Bassin de reception Toboggan;Bassin de réception de toboggan;50.639779, 3.106604;;Commune;;Commune;;false;true;"[""X""]";3;;;2012;A partir de 2005;;;;"[""Autre""]";Intérieur;Carrelage;;;;;true;;0;28;0;;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Solarium""]";Sanitaires,Vestiaires;Sanitaires;;6.0;4.0;24.0;1.1;1.1;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]";;false;capacité des vestiaires doublée depuis 2014. x;VERHILLE;Baptiste;BVerhille@ville-mons-en-baroeul.fr;;Bassin de natation;106;6JTSF3Z86QXT;true;false;true;true;true;false;false;false;false;true;false;false;false;true;false;false;false;3.106604;50.639779;"[""Piscine""]";['Baignade loisirs']
E003I595070005;I595070005;2025-03-31;PISCINE MUNICIPALE;21590507600018;Rue de la Comtesse de Ségur;59790;Ronchin;59507;Piscine;;"[""Handicap moteur""]";;;2024-04-24;2005-08-24;true;200093201;59;Nord;32;Hauts-de-France;Métropole Européenne de Lille;59350;Lille;595;Lille;1;Grands centres urbains;59;Académie de Lille;NC - Commune non classée;PETIT BASSIN;Bassin mixte de natation;50.60282, 3.09196;;Commune;;Commune;;false;true;"[""X""]";2;;;1972;1965-1974;2016;A partir de 2005;"[""Vétusté normale"", ""remise à niveau""]";"[""Gaz""]";Intérieur;Carrelage;;;;;true;;300;5;0;true;true;"[""Bureau(x) Club(s)"", ""Buvette"", ""Club(s) house"", ""Centre médico-sportif"", ""Local de rangement""]";"[""Sauna"", ""Solarium""]";Aire de jeu,Cheminements,Douches,Sanitaires,Tribunes,Vestiaires;Sanitaires;;15.0;12.0;187.0;0.8;1.2;;;;;;;"[""Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]";false;false;;;;;;Bassin de natation;101;M5EQ9AH5QFTW;true;false;true;true;true;false;true;true;true;true;true;false;false;true;false;false;false;3.09196;50.60282;"[""Piscine""]";['Aquagym', 'Baignade loisirs']
E003I601040007;I601040007;2025-03-31;CENTRE NAUTIQUE PHILIPPE LOISEL - KALAMOS;20006800500137;Rue du Général Leclerc;60120;Breteuil;60104;Piscine;;"[""Handicap moteur""]";;;2024-02-22;2007-09-19;;200068005;60;Oise;32;Hauts-de-France;CC de l'Oise Picarde;60104;Breteuil;602;Clermont;5;Bourgs ruraux;60;Académie d'Amiens;C - Classée en ZRR;Bassin ludique;Bassin ludique de natation;49.6355, 2.30057;CC de la vallée de la Brêche et de la Noye;EPCI;;Etablissement privé commercial;;true;true;"[""X""]";5;;;2007;A partir de 2005;2007;A partir de 2005;;"[""Electricité""]";Intérieur;Carrelage;;;;;true;;100;6;1;;true;"[""Réception / Accueil"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours"", ""Autre""]";"[""Sauna""]";Aire de jeu,Sanitaires,Tribunes,Vestiaires;Sanitaires;;25.0;;204.0;0.8;1.2;;;;;;;"[""Individuel(s),famille(s)""]";;false;Casiers: 217;;;;;Bassin de natation;103;;true;false;true;true;true;false;true;false;false;true;true;false;false;true;false;false;false;2.30057;49.6355;"[""Piscine""]";['Baignade loisirs']
E003I601390001;I601390001;2025-03-31;PISCINE AQUATHELLE;20006797300012;638 rue Anatole France;60230;Chambly;60139;Piscine;;"[""Handicap moteur""]";;;2024-09-26;2007-01-24;;200067973;60;Oise;32;Hauts-de-France;CC Thelloise;95487;Persan;604;Senlis;2;Centres urbains intermédiaires;60;Académie d'Amiens;NC - Commune non classée;Terrain de Beach-volley;Terrain de beach-volley;49.17192, 2.25441;Communauté de Communes du Pays de Thelle;EPCI;;Etablissement privé commercial;;true;false;;;;;2008;A partir de 2005;;;;;Découvert;Sable;24.0;12.0;;288.0;false;;0;16;4;true;true;"[""Réception / Accueil"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours"", ""Autre""]";;Sanitaires,Vestiaires;Sanitaires;;;;;;;;;;;;http://www.vert-marine.com;"[""Individuel(s),famille(s)""]";false;false;RAS;;;;;Terrain extérieur de petits jeux collectifs;2902;;true;false;true;true;true;false;false;false;false;true;false;false;false;true;false;false;false;2.25441;49.17192;"[""Piscine""]";['Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']
E003I601590027;I601590027;2025-03-31;Plaine des sports Zac Mercieres;21600158600017;2 Rue Jacques Daguerre;60200;Compiègne;60159;Complexe sportif,Piscine,Patinoire;;"[""Handicap moteur""]";"[""Bus""]";RAS;2024-04-24;2005-10-26;;200067965;60;Oise;32;Hauts-de-France;CA de la Région de Compiègne et de la Basse Automne;60159;Compiègne;603;Compiègne;2;Centres urbains intermédiaires;60;Académie d'Amiens;NC - Commune non classée;Terrains de football Merciére;Terrain de football;49.38783, 2.78243;;Commune;;Commune;;false;false;;;;;;1975-1984;;;;;Découvert;Gazon naturel;100.0;60.0;;6000.0;;;0;8;2;true;true;"[""Buvette"", ""Club(s) house"", ""Local de rangement""]";;;;;;;;;;;;;;;;"[""Clubs sportifs,comités,ligues,fédérations,Scolaires,universités""]";false;false;RAS;;;;;Terrain de grands jeux;2802;;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;2.78243;49.38783;"[""Complexe sportif"", ""Piscine"", ""Patinoire""]";['Football / Football en salle (Futsal)']
E003I602230013;I602230013;2025-03-31;CENTRE AQUATIQUE DE LA PLAINE D'ESTREES;24600089700024;Avenue Abel Didelet;60190;Estrées-Saint-Denis;60223;Piscine;;"[""Handicap moteur""]";;;2024-09-26;2006-12-07;;246000897;60;Oise;32;Hauts-de-France;CC de la Plaine d'Estrées;60223;Estrées-Saint-Denis;603;Compiègne;5;Bourgs ruraux;60;Académie d'Amiens;NC - Commune non classée;Bassin animation;Bassin ludique de natation;49.42945, 2.64326;Communauté de Communes de la Plaine d'Estrées;EPCI;;Etablissement privé commercial;;true;true;"[""X""]";3;;;2006;A partir de 2005;;;;"[""Gaz""]";Intérieur;Carrelage;;;;;true;;0;18;2;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Infirmerie"", ""Local de rangement""]";"[""Bain(s) de vapeur / hammam"", ""Bain(s) bouillonnant(s)"", ""Sauna""]";Aire de jeu,Sanitaires,Vestiaires;Sanitaires;;13.0;6.0;36.0;1.2;1.4;;;;;;http://www.carilis.fr;"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;;;;;;Bassin de natation;103;3Q5B4JEKKNHT;true;false;true;true;true;false;true;false;false;true;false;false;false;true;false;false;false;2.64326;49.42945;"[""Piscine""]";['Aquagym', 'Baignade loisirs']
E003I602820009;I602820009;2025-03-31;PISCINE AQUALIS;24600076400067;Allée de la piscine Gouvieux;60270;Gouvieux;60282;Piscine;;"[""Handicap moteur""]";"[""Bus""]";;2011-06-16;2005-10-03;;246000764;60;Oise;32;Hauts-de-France;CC de l'Aire Cantilienne;60141;Chantilly;604;Senlis;4;Ceintures urbaines;60;Académie d'Amiens;NC - Commune non classée;Bassin sportif extérieur;Bassin sportif de natation;49.18919, 2.43446;;EPCI;;Commune;;true;true;"[""X""]";2;;;2004;1995-2004;;;;"[""Gaz""]";Découvert;Carrelage;;;;;true;;0;22;2;true;true;"[""Réception / Accueil"", ""Infirmerie"", ""Local de rangement"", ""Autre""]";"[""Bain(s) de vapeur / hammam"", ""Bain(s) bouillonnant(s)"", ""Sauna"", ""Solarium""]";Aire de jeu,Sanitaires,Vestiaires;Sanitaires;;25.0;8.0;200.0;1.2;1.8;;;;;;http://www.ca-aqualis.fr;"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;;;;;;Bassin de natation;102;;true;true;true;true;true;false;true;false;false;true;false;false;false;true;false;false;false;2.43446;49.18919;"[""Piscine""]";['Baignade loisirs', 'Natation course sportive']
E003I620410045;I620410045;2025-03-31;PISCINE ELIE DESBIN;;RUE BOCQUET FLOCHEL;62000;Arras;62041;Piscine;;"[""Handicap moteur""]";;;2024-04-24;2005-12-15;;200033579;62;Pas-de-Calais;32;Hauts-de-France;CU d'Arras;62041;Arras;621;Arras;1;Grands centres urbains;62;Académie de Lille;NC - Commune non classée;Salle de musculation;Salle de musculation/cardiotraining;50.28006, 2.79391;;Commune;;Commune;;false;false;;;;;;1995-2004;;;;"[""Gaz""]";Intérieur;Carrelage;7.0;3.0;2.5;21.0;true;;;6;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Buvette"", ""Club(s) house"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";;Accueil,Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;;;;;;;;;;;;"[""Clubs sportifs,comités,ligues,fédérations""]";false;false;RAS;;;;;Equipement d'activités de forme et de santé;802;FVQ6SY4SMJQ1;true;false;true;true;true;true;true;true;true;true;false;false;false;true;false;false;false;2.79391;50.28006;"[""Piscine""]";['Musculation']
E003I021730004;I021730004;2025-03-31;Espace Aquatique Oasis;21020160400019;14 bd de bergheim;02300;Chauny;02173;Piscine;;"[""Handicap moteur""]";;Parking commun avec les gymnases du Complexe des vélodromes;2024-04-23;2005-12-20;;200071785;2;Aisne;32;Hauts-de-France;CA Chauny-Tergnier-La Fère;02173;Chauny;022;Laon;2;Centres urbains intermédiaires;02;Académie d'Amiens;NC - Commune non classée;Bassin toboggan;Bassin de réception de toboggan;49.61923, 3.21247;;Commune;;;;false;true;"[""L"", ""X""]";3;1994-10-19;1985-1994;1994;1985-1994;;;;"[""Gaz""]";Intérieur;Carrelage;;;;;true;;0;4;1;;true;"[""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours"", ""Réception / Accueil"", ""Bureau(x) Club(s)""]";"[""Bain(s) bouillonnant(s)"", ""Solarium""]";Aire de jeu;;;6.0;4.0;24.0;0.7;1.1;;;;;;oasis@ville-chauny.fr;"[""Individuel(s),famille(s)""]";;false;;;;;;Bassin de natation;106;SXSJK8XT3WZB;true;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;3.21247;49.61923;"[""Piscine""]";['Baignade loisirs']
E003I023340006;I023340006;2025-03-31;Piscine;24020049300031;Rue Jean Jaurès;02230;Fresnoy-le-Grand;02334;Piscine;;"[""Handicap moteur""]";"[""Bus""]";Travaux ayant été subventionné par l'Agence National du Sport (ANS);2024-04-23;2005-06-15;;240200493;2;Aisne;32;Hauts-de-France;CC du Pays du Vermandois;02095;Bohain-en-Vermandois;023;Saint-Quentin;5;Bourgs ruraux;02;Académie d'Amiens;NC - Commune non classée;Terrain multisports;Multisports/City-stades;49.96571, 3.43639;Communauté de Communes du Pays du Vermandois;EPCI;;EPCI;;false;false;;;;;2008;A partir de 2005;;;;;Découvert;Synthétique (hors gazon);31.0;11.0;;341.0;false;;0;0;0;false;false;;;Aire de jeu;;;;;;;;;;;;;;"[""Individuel(s),famille(s)""]";false;false;Filet pour le volley à demander à l'accueil;HERBIN;Cathy;c.herbin@mairie-fresnoylegrand.fr;03 23 66 04 43;Multisports/City-stades;1701;;true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;3.43639;49.96571;"[""Piscine""]";['Basket-Ball', 'Football / Football en salle (Futsal)', 'Volley-ball / Volley-ball de plage (beach-volley) / Green-Volley']
E003I023400001;I023400001;2025-03-31;Piscine;24020026100024;Rue de Picardie;02430;Gauchy;02340;Piscine;;"[""Handicap moteur""]";;"10  places privées pour la piscine
parking non délimité le long de la route
Caneton";2024-02-23;2005-12-14;;200071892;2;Aisne;32;Hauts-de-France;CA du Saint-Quentinois;02691;Saint-Quentin;023;Saint-Quentin;4;Ceintures urbaines;02;Académie d'Amiens;NC - Commune non classée;Petite salle de musculation;Salle de musculation/cardiotraining;49.83087, 3.2914;Communauté d'Agglomération du Saint-Quentinois;EPCI;;EPCI;;false;true;"[""X""]";4;;;1978;1975-1984;;;;"[""Gaz""]";Intérieur;Synthétique (hors gazon);6.0;3.5;2.3;21.0;true;;0;1;0;true;true;"[""Local de rangement""]";"[""Sauna""]";;;;;;;;;;;;;;;"[""Individuel(s),famille(s)""]";false;false;;LIEBERT;Christophe;Christophe.liebert@casq.fr;;Equipement d'activités de forme et de santé;802;BB2C4RPQF8KQ;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;3.2914;49.83087;"[""Piscine""]";['Musculation']
E003I023810011;I023810011;2025-03-31;"Espace aquatique ""L'Ile Verte""";24020060000122;rue du grand taillis;02500;Hirson;02381;Base de plein air et/ou de loisirs,Piscine;;"[""Handicap moteur""]";"[""Bus""]";;2024-01-30;2005-09-08;;240200600;2;Aisne;32;Hauts-de-France;CC des Trois Rivières;02381;Hirson;025;Vervins;3;Petites villes;02;Académie d'Amiens;C - Classée en ZRR;Bowling;Bowling;49.92398, 4.09963;;EPCI;;Etablissement privé commercial;;true;true;"[""X""]";2;;;2003;1995-2004;;;;"[""Gaz""]";Intérieur;Synthétique (hors gazon);25.0;20.0;5.0;500.0;true;;0;0;0;false;true;"[""Buvette""]";;Aire de jeu;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Clubs sportifs,comités,ligues,fédérations,Autre - association(s) et groupes divers""]";false;false;RAS;;;;;Bowling;301;;true;true;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;4.09963;49.92398;"[""Base de plein air et/ou de loisirs"", ""Piscine""]";['Bowling']
E003I024080034;I024080034;2025-03-31;Le dôme - Centre aquatique & patinoire;24020041000035;74 Avenue Charles de Gaulle;02000;Laon;02408;Piscine,Patinoire;;"[""Handicap moteur""]";"[""Bus""]";;2024-04-23;2005-08-09;;200043495;2;Aisne;32;Hauts-de-France;CA du Pays de Laon;02408;Laon;022;Laon;2;Centres urbains intermédiaires;02;Académie d'Amiens;NC - Commune non classée;Aire de sports de glace ludique N°2;Aire de sports de glace ludique;49.56711, 3.65216;;EPCI;;Etablissement privé commercial;;true;true;"[""X""]";1;2003-03-21;1995-2004;2003;1995-2004;;;;"[""Electricité"", ""Gaz""]";Intérieur;Glace;30.0;20.0;10.0;600.0;true;;287;3;0;true;true;"[""Réception / Accueil"", ""Club(s) house"", ""Infirmerie"", ""Local de rangement""]";;Aire de jeu,Vestiaires;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;Surface d'évolution Cercle de 25m de diamètre communiquant avec l'aire N°1 par un etroit passage en glace;;;;;Aire de sports de glaces;1503;9QB4BVH3SAVD;true;true;true;true;true;false;true;false;false;false;false;false;false;false;false;false;false;3.65216;49.56711;"[""Piscine"", ""Patinoire""]";['Ballet sur glace / Danse sur glace / Patinage artistique']
E003I026910035;I026910035;2025-03-31;Base Urbaine de Loisirs de Saint Quentin;24020026100024;4 Rue Lamartine;02100;Saint-Quentin;02691;Complexe sportif,Piscine,Patinoire;;"[""Handicap moteur""]";"[""Bus""]";"La surface couverte de l'ensemble représente 4 000 m².
L'installation est une ""sorte"" de base de loisirs couverte à vocation ludique, en complément des installations sportives de la ville.

Horaires d'ouverture adaptés suivant la saison pour le bowling et la patinoire.";2024-04-23;2012-06-07;;200071892;2;Aisne;32;Hauts-de-France;CA du Saint-Quentinois;02691;Saint-Quentin;023;Saint-Quentin;2;Centres urbains intermédiaires;02;Académie d'Amiens;NC - Commune non classée;Salle de musculation;Salle de musculation/cardiotraining;49.83933, 3.28562;Communauté d'Agglomérations de Saint Quentin;EPCI;;Etablissement privé commercial;;true;true;"[""X""]";3;;;2010;A partir de 2005;;;;"[""Gaz""]";Intérieur;Synthétique (hors gazon);14.9;5.9;3.2;81.9;true;;0;3;0;true;true;"[""Réception / Accueil"", ""Bureau(x) Club(s)"", ""Buvette"", ""Infirmerie"", ""Local de rangement"", ""Salle(s) de réunion/cours""]";"[""Bain(s) de vapeur / hammam"", ""Bain(s) bouillonnant(s)"", ""Sauna"", ""Solarium"", ""Autre""]";Aire de jeu,Vestiaires;;;;;;;;;;;;;;"[""Individuel(s),famille(s)""]";false;false;;Richile;;;;Equipement d'activités de forme et de santé;802;NNH171HDB4CR;true;true;true;true;true;false;true;false;false;false;false;false;false;false;false;false;false;3.28562;49.83933;"[""Complexe sportif"", ""Piscine"", ""Patinoire""]";['Musculation']
E003I624570001;I624570001;2025-03-31;PARC DEPARTEMENTAL DE NATURE ET DE LOISIRS D'OLHAIN;22620001200012;Rue des Garinelles;62150;Fresnicourt-le-Dolmen;62356;Base de plein air et/ou de loisirs,Piscine;;"[""Handicap moteur"", ""Handicap sensoriel""]";;;2024-09-19;2011-11-20;;200072460;62;Pas-de-Calais;32;Hauts-de-France;CA de Béthune-Bruay, Artois-Lys Romane;62617;Nœux-les-Mines;622;Béthune;6;Rural à habitat dispersé;62;Académie de Lille;NC - Commune non classée;Passion Aventure;Parcours Acrobatique en Hauteur/Site d'accrobranche;50.438447309, 2.58050769567;Passion Aventure;Etablissement privé commercial;;Etablissement privé commercial;;false;true;"[""PA""]";1;2004-03-01;1995-2004;2004;1995-2004;;;;;Site naturel aménagé;Surface naturelle;;;;25000.0;false;;0;0;0;false;false;;;;;;;;;;;;;;;;;"[""Individuel(s),famille(s),Scolaires,universités,Autre - association(s) et groupes divers""]";false;false;1 parcours adultes avec 6 pistes1 parcours enfants avec 2 pistes. x;BAILLIET;Jean-Michel;jeanmichel.bailliet@houdain.fr;06 70 20 74 76;Divers équipements Sports de nature;3003;;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;2.58050769567;50.438447309;"[""Base de plein air et/ou de loisirs"", ""Piscine""]";['Escalade dans les arbres']
E003I627580010;I627580010;2025-03-31;Hélicéa;24620072900050;7 Rue du Mont Joie;62280;Saint-Martin-Boulogne;62758;Complexe sportif,Piscine,Patinoire;;"[""Handicap moteur""]";"[""Bus""]";;2024-09-26;2005-12-19;;246200729;62;Pas-de-Calais;32;Hauts-de-France;CA du Boulonnais;62160;Boulogne-sur-Mer;623;Boulogne-sur-Mer;1;Grands centres urbains;62;Académie de Lille;NC - Commune non classée;BASSIN LUDIQUE;Bassin ludique de natation;50.731, 1.64395;communauté d 'agglo du boulonnais;EPCI;;Etablissement privé commercial;;false;true;"[""X""]";5;;;2005;A partir de 2005;;;;"[""Gaz""]";Intérieur;Carrelage;;;;;true;;0;8;4;;true;;;Aire de jeu,Cheminements,Douches,Sanitaires,Vestiaires;Sanitaires;;30.0;10.0;100.0;0.9;1.3;;;;;;;"[""Individuel(s),famille(s),Autre - association(s) et groupes divers""]";;false;RAS;BUTEZ;Geoffrey;gbutez@agglo-boulonnais.fr;03 21 10 36 49 / 06 49 63 77 17;Bassin de natation;103;PPWF5ZKTKV2C;true;true;true;false;true;false;true;true;true;true;false;false;false;true;false;false;false;1.64395;50.731;"[""Complexe sportif"", ""Piscine"", ""Patinoire""]";['Baignade loisirs']
E004I023400001;I023400001;2025-03-31;Piscine;24020026100024;Rue de Picardie;02430;Gauchy;02340;Piscine;;"[""Handicap moteur""]";;"10  places privées pour la piscine
parking non délimité le long de la route
Caneton";2024-02-23;2005-12-14;;200071892;2;Aisne;32;Hauts-de-France;CA du Saint-Quentinois;02691;Saint-Quentin;023;Saint-Quentin;4;Ceintures urbaines;02;Académie d'Amiens;NC - Commune non classée;Grande salle de musculation;Salle de musculation/cardiotraining;49.83087, 3.2914;Communauté d'Agglomération du Saint-Quentinois;EPCI;;EPCI;;false;true;"[""X""]";4;;;1978;1975-1984;;;;"[""Gaz""]";Intérieur;Synthétique (hors gazon);16.1;5.7;2.3;91.8;true;;0;1;0;true;true;"[""Local de rangement""]";"[""Sauna""]";;;;;;;;;;;;;;;"[""Individuel(s),famille(s)""]";false;false;;LIEBERT;Christophe;Christophe.liebert@casq.fr;;Equipement d'activités de forme et de santé;802;BB2C4RPQF8KQ;true;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;3.2914;49.83087;"[""Piscine""]";['Musculation']
